"","Address","Postal_code","Description","Price","Square_feet","Beds","Baths","Date_Added","Year_built","Neighbourhood","Type_of_home","Area_of_city","Lot_info","Id_code","Img_uri"
"30","96 MASSEY Place SW, Calgary, Alb","t2v2g8","This luxurious 5bd, 6bth estate home has 4 bdrms up and 1 bdrm down all with private ensuites. Over 5,300 SF of renovated living space, this spacious home boasts a bright open floor plan, quality finishings throughout incl site finished white oak flooring, and custom millwork with premium appliances. Display room for your wine or collectables, a formal dining area surrounded by windows overlooking a massive back yard with mature trees. The magnificent kitchen has 2 sinks, 2 dishwashers, gas range and dual oven, built-in fridge and freezer and a hidden walk-in butler's pantry. A custom curved staircase leads to a quiet loft area. Kids have ample space in the well-appointed rooms with bay windows, custom millwork and separate play area. The master suite features a private terrace, 2 closets and an opulent ensuite complete with soaker tub and steam shower. 2 laundry rooms, large mudroom off of the heated garage, fitness room, home theater room, circular driveway and RV parking.","2350000","4316","5","5","28 January 2018","1967","Mayfair-BelAire","Residential","Southwest Calgary","21.00m x 33.50m","l_53003818","https://mediavault.point2.com/p2h/listing/7db8/2614/a9b2/2ae7737c31709a7a48c7/wm_large.jpg"
"31","2038 1 AV NW, Calgary, Alb","t2v2g8","2038 1 AVE NW Live luxuriously in another breathtaking W. Hillhurst Inner City Creation by sought after builder, Urban Domus!!! 130' deep lot. Bright flowing open concept w/mainfl den, fireplace ent unit, proud to entertain Chefs Dream Kitchen w/high end Miele SS applics surrounded by 3 Quartz countertop islands & Carmanah walnut hardwood flooring. Rear entry w/builtin closets & bench. 2nd lvl, Exquisite Master w/endless walkthru closets & builtins, Spa Like Ensuite w/steam shower, heated floors, dual sinks, makeup station, builtin vanities w/towers. 2nd & 3rd bdrms w/Exclusive Private Ensuites. 2nd floor laundry w/sink, washer & dryer. Fully dev lower lvl, 4th bdrm w/closet builtins, seperate flex room/home gym, large media builtin, wet bar w/beverage centre, wine prep station w/wine fridge, full bath, infloor heating, storage room w/shelving. 9'0 ceilings thru out, fully landscaped w/cedar deck, many builtins, upgrades & extras. Close to Schools, Hospitals, Bistros & Shops of Kensington & All Amenities. There will regularly be an Open House from 1:00-4:00 p.m. on weekends (id:1937)","1199999","2211","4","5","31 January 2018","2017","Mayfair-BelAire","Singlefamily","Northwest Calgary","21.00m x 33.50m","l_53066060","https://mediavault.point2.com/p2h/listing/1a2f/2b10/d442/a2560a392221cb72571e/wm_large.jpg"
"32","305 1320 12 Ave SW, Calgary, Alb","T3C3R6","PRICED to SELL, and available for immediate possession! Perfect for the first time buyer or INVESTOR. This RENOVATED one bedroom, one bathroom condo with in suite storage is PERFECTLY located in close proximity to downtown AMENITIES, and a quick walk to the DOWNTOWN core. NEWER kitchen cabinets/counter tops, appliances, laminate floors, vanity, sink, toilet, light and plumbing fixtures, and more! This floor plan is perfect for entertaining with the Kitchen open to eating/ living room area and patio door access to the balcony. The rest of the space is complete with a good size bedroom located adjacent to the bathroom & in suite storage. Professionally measured by Red Dot.","154900","540","1","1","30 January 2018","1977","Beltline","Apartment","Southwest Calgary","21.00m x 33.50m","l_53043774","https://mediavault.point2.com/p2h/listing/97b0/fbe5/44c6/4be31cb51e5c60a7ab5c/wm_large.jpg"
"33","4607 verona dr nw, Calgary, Alb","t3a2w9","A rare find in desirable Varsity - Beautifully Renovated over 2000 SF developed bungalow on a quiet street with sunny west backyard. Renovated, but retaining the best elements of a classic mid-century family home, it features: newer shingles, fascia, eaves, siding, and windows, fence, deck, landscaping plus the OVER SIZED insulated & heated 3 CAR Garage out back and lots of space for kids to play. The inside has been opened up nicely to provide a great feel to the living, dining, kitchen area. Some highlights of the gorgeous kitchen include granite counters, gas stove, pantry, and heated floor tiles -- the two bathrooms also enjoy heated tiles. Refinished oak hardwood flooring, new lighting, baseboards, doors, paint and Hunter Daglas window coverings all add value. Newer electrical box, high efficiency furnace, hot water tank and LG front load washer & dryer down. Basement was developed in 2015 with big recreation room and 2 additional bedrooms and bathroom","649000","1076","5","2","31 January 2018","1977","Varsity","Residential","Northwest Calgary","21.00m x 33.50m","l_53083365","https://mediavault.point2.com/p2h/listing/9f36/69a7/ce8a/b348c0e2e3d78be809a1/wm_large.jpg"
"34","40 LAKE LUCERNE CL SE, Calgary, Alb","t3a2w9","Welcome home to Lake Bonavista-this 2 storey home wows with over 2800 sqft of living space, lake access, 5 bedrooms, 3.5 baths, steps to parks & schools! The main level showcases a living room & den, formal dining area, eat-in kitchen & powder room-additional can't miss features include hardwood floors, gas fireplace, & easy access to your stunning backyard from the kitchen! Upstairs you'll find 4 bedrooms. A well-situated Master with full ensuite, 2 addt'l good-sized bedrooms, full bath, & a 4th smaller bedroom that would make a great office space or nursery. The fully finished basement offers large rumpus room, 5th bedroom & 3pc bath to support a growing family. Double detached garage, newer front load washer/dryer, central Vac, + option to include pool table & hot tub! The backyard is perfectly situated for entertaining & everyday living with beautiful new deck, firepit & tons of room for play! Close to Fish Creek Park, Southcenter Mall, & Deerfoot. Homes like this do not come on the market every day. (id:1937)","634900","1883","5","4","2 February 2018","1972","Varsity","Singlefamily","Southeast Calgary","21.00m x 33.50m","l_53171303","https://mediavault.point2.com/p2h/listing/f701/3fdc/58bf/71a9f44af28ab71ab084/wm_large.jpg"
"35","11 Hamptons LI NW, Calgary, Alb","T3A5V9","Welcome home to this beautifully well maintained 2 bedroom, 2.5 bathroom, end unit home in The Hamptons. Enjoy the open concept floor plan in the main dining and living area with endless amounts of natural sunlight. Enjoy French doors that open onto the back patio, perfect for summer BBQs. Upstairs you'll find the large master bedroom with beautiful views of the sunrise each morning, with a 3-piece ensuite bathroom and large walk-in closet. Down the hall, you'll find the second bedroom with southwest facing windows allowing plenty of natural sunlight, next to the 4-piece bathroom. Full walkout basement that backs onto a semi-private backyard, perfect opportunity to develop a rec room with an additional roughed in bathroom! Enjoy this great location in a golf course community, with great walking pathways, public transportation only 1 minute walk, and grocery store only 2 minutes away!","369999","1298","2","2","2 February 2018","1997","Hamptons","Townhouse","Northwest Calgary","21.00m x 33.50m","l_53186665","https://mediavault.point2.com/p2h/listing/2e4c/8655/095c/e75a89033cd078b9e151/wm_large.jpg"
"36","450 SAGE VALLEY DR NW, Calgary, Alb","T3R0V5","Enjoy this beautifully upgraded TOP FLOOR CORNER unit in the desirable community of Sage Hill. Take in the unobstructed, panoramic views on your private deck and enjoy the endless amounts of natural sunlight with this 2 bedroom, 2 bathroom condo. The main entrance welcomes you with an open concept floor plan, featuring 9 ft ceilings, Luxury Vinyl Plank flooring, and Caesarstone kitchen counter-tops. The spacious master bedroom comes with a large walk-in closet and a beautiful 5-piece ensuite w/ porcelain tile flooring and quartz countertops. Featuring 2 TITLED PARKING stalls, with 1 underground in the heating parkade w/ additional storage. Surrounded by endless amenities at Sage Hill Crossing & Gates of Nolan Hill, including restaurants, grocery stores, shops, fitness studios, and many more. With the new luxury retail development under way and public transportation at your convenience, this location has it all!","334900","907","2","2","2 February 2018","2015","SageHill","Apartment","Northwest Calgary","21.00m x 33.50m","l_53195641","https://mediavault.point2.com/p2h/listing/033f/721c/24dd/c5c4e6a89c80f391c0ed/wm_large.jpg"
"37","137 MT DOUGLAS MR SE, Calgary, Alb","T3R0V5","Offering a fresh blank slate, this home is yours to customize! Enter from your attached garage into this open concept main floor, boasting a half bath, new hardwood floors throughout, and a sizeable living area capable of suiting multiple furniture configurations. Exit your back door onto a private patio and a beautiful shared yard space. Upstairs, an airy master bedroom offers a considerable walk-in closet, more than enough space for your king-sized bed, and endless natural light. The roomy second bedroom, boasting its own walk-in closet, is easily capable of housing a queen-sized bed, and still offers ample room for your home office. A four-piece bathroom with abundant counter space completes this floor. Just around the corner from Mountain Park School, and conveniently located a mere 5 minute walk from the Bow River Pathway system, this home is ready and waiting for your own personal touches. Contact me today to book your viewing!","285000","1203","2","1","2 February 2018","1997","McKenzie","Townhouse","Southeast Calgary","21.00m x 33.50m","l_53195350","https://mediavault.point2.com/p2h/listing/d1f0/e6fe/4336/3607145041d68d5cb85d/wm_large.jpg"
"38","137 MT DOUGLAS MR SE, Calgary, Alb",NA,"Offering a fresh blank slate, this home is yours to customize! Enter from your attached garage into this open concept main floor, boasting a half bath, new hardwood floors throughout, and a sizeable living area capable of suiting multiple furniture configurations. Exit your back door onto a private patio and a beautiful shared yard space. Upstairs, an airy master bedroom offers a considerable walk-in closet, more than enough space for your king-sized bed, and endless natural light. The roomy second bedroom, boasting its own walk-in closet, is easily capable of housing a queen-sized bed, and still offers ample room for your home office. A four-piece bathroom with abundant counter space completes this floor. Just around the corner from Mountain Park School, and conveniently located a mere 5 minute walk from the Bow River Pathway system, this home is ready and waiting for your own personal touches. Contact me today to book your viewing!","285000","1203","2","1","2 February 2018","1997","McKenzie","Townhouse","Southeast Calgary","21.00m x 33.50m","l_53195350","https://mediavault.point2.com/p2h/listing/d1f0/e6fe/4336/3607145041d68d5cb85d/wm_large.jpg"
"39","10516 BRADBURY DR SW, Calgary, Alb",NA,"Public Open house Sat & Sun 1-4pm, Feb 3rd & 4th.Location, location! Backing onto a Park! One owner house on spacious corner lot. Quiet, secluded, lots of green space,large yard & mature trees, apricot, apple & crab-apple trees. Look out the large east facing patio doors off the living room and all you see is green; back yard backs onto a park, so no other houses close by. Patio doors to east sundeck means coffee in the morning sunshine or drinks after work. Lots of space for gardens & garage. House interior has been freshly painted, with new kitchen counter top, sink and faucets (2018), hot water heater (2016), roof shingles (2014), high efficiency furnace (2006), low flow toilet. 3 bedrooms, 1 funky retro bathroom, brick wood-burning fireplace in large living/family room & walk through from kitchen that has west facing bay window. Large, partly finished basement includes a library/office with built-in bookshelves & lots of room for other activities. Asphalt driveway. Close to schools, shopping! (id:1937)","409900","1146","3","1","2 February 2018","1966","McKenzie","Singlefamily","Southwest Calgary","21.00m x 33.50m","l_53171321","https://mediavault.point2.com/p2h/listing/2423/cfb5/9208/5fc01eb18b0a9d4e89da/wm_large.jpg"
